Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
DRD24,13.85,0.030969274,140.9154,OUT017,1701.7848,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDQ28,14.0,0.060376776,154.5656,OUT013,2471.4496,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDM22,14.0,0.04192285,54.764,OUT013,1331.6,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR07,21.35,0.077367431,97.0094,OUT027,1808.9786,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV25,5.905,0.045838211,222.5456,OUT018,3315.684,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRF49,7.27,0.071077939,114.2518,OUT046,2618.5914,12,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDW51,6.155,0.094659871,214.556,OUT046,2769.728,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRL01,19.5,0.077608838,233.4958,OUT017,5375.0034,2,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDP25,15.2,0.021327477,216.8824,OUT017,2838.9712,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL50,12.15,0.042485444,125.0046,OUT018,1743.0644,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCB30,14.6,0.025578526,198.8084,OUT027,5555.4352,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDW11,12.6,0.0489808,61.9194,OUT018,619.194,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCM43,14.5,0.019471688,164.821,OUT035,2120.573,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDK44,16.6,0.122918852,173.0738,OUT017,3823.0236,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM15,11.8,0.057373797,151.4366,OUT013,1360.2294,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS31,13.1,0.044155597,178.8318,OUT013,3969.4996,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI32,17.7,0.291865402,115.1834,OUT010,345.5502,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR47,17.85,0.08535471260000001,196.5794,OUT010,585.2382,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDB35,12.3,0.064750025,92.6804,OUT045,1010.6844,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCU05,11.8,0.098312421,81.4618,OUT010,161.1236,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
DRY23,9.395,0.191013663,42.1112,OUT019,42.6112,24,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDO24,11.1,0.176573035,157.4604,OUT045,3010.7476,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ28,14.0,0.060134441,153.0656,OUT027,6024.1584,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV39,11.3,0.007294652,198.1426,OUT045,988.713,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCO17,10.0,0.128478462,117.944,OUT019,239.688,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDU50,5.75,0.075107656,112.8176,OUT013,1374.2112,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT12,6.215,0.049381406,226.8062,OUT027,4739.8302,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK58,11.35,0.045165796,100.0016,OUT018,1012.016,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO08,11.1,0.09415375,165.7526,OUT019,657.8104,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCW29,14.0,0.028907832,130.431,OUT049,778.986,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE04,19.75,0.018059621,179.766,OUT045,2336.958,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCB19,6.525,0.090436094,85.0882,OUT049,2233.0932,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDV15,10.3,0.146399712,103.9648,OUT049,1661.8368,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDL58,5.78,0.074264356,264.7568,OUT049,4745.8224,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA08,11.85,0.050186726,164.1526,OUT045,3124.5994,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT43,16.35,0.020631654,50.1324,OUT018,467.3916,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCX06,17.6,0.01561108,182.5976,OUT027,5070.7328,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDT20,10.5,0.041395445,37.6164,OUT046,540.6296,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB41,19.0,0.097313129,48.0718,OUT046,992.7078,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCN55,14.6,0.059582996,238.8538,OUT049,6008.845,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE40,15.6,0.098663652,62.9194,OUT027,2105.2596,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX49,4.615,0.101338651,232.63,OUT027,5359.69,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCM53,18.75,0.052146456,104.628,OUT045,745.696,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDE36,5.26,0.041764487,161.8868,OUT035,3275.736,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN57,18.25,0.054344186,140.2154,OUT045,1701.7848,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI24,10.3,0.078362484,177.937,OUT027,6704.606,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI19,15.1,0.052339069,242.7512,OUT046,4119.9704,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF24,15.5,0.042464962,81.5934,OUT010,327.5736,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG52,13.65,0.065732883,45.7402,OUT049,780.9834,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRF36,16.1,0.023625114,189.3846,OUT045,3630.6074,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDS45,5.175,0.051643608,107.3622,OUT019,317.5866,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDX40,12.85,0.165694219,39.7164,OUT010,231.6984,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRK12,9.5,0.041878397,32.99,OUT035,133.16,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRC27,13.8,0.058091482,245.1802,OUT035,5650.6446,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDL58,5.78,0.07731122380000001,263.7568,OUT017,2636.568,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCD30,19.7,0.026903714,96.0726,OUT045,1272.3438,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCZ54,14.65,0.0813447597,161.5552,OUT010,324.9104,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDE10,6.67,0.150554711,130.0626,OUT010,131.1626,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR44,6.11,0.09157041555555555,131.2968,OUT010,260.9936,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP28,13.65,0.134975628,260.0936,OUT010,260.9936,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDX15,17.2,0.15616879,160.6578,OUT013,3690.5294,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA39,6.32,0.011040999499999999,40.2822,OUT035,1139.1838,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY24,4.88,0.133700752,52.9298,OUT049,1995.4026,10,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC60,5.425,0.115119905,88.3514,OUT017,1416.8224,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH28,15.85,0.110030997,37.2506,OUT046,265.6542,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT25,7.5,0.051038045,121.7072,OUT017,3552.7088,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ13,12.65,0.062837968,161.5578,OUT013,2406.867,22,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCO07,9.06,0.017116983,211.956,OUT019,213.056,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDW20,20.75,0.024129332,124.173,OUT013,2956.152,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRF27,8.93,0.049754975,152.134,OUT019,153.134,24,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDS49,9.0,0.07721649277777778,79.7644,OUT035,1649.8524,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX25,16.7,0.101561568,181.9292,OUT027,3101.2964,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCX42,6.36,0.005949644,165.6526,OUT027,4769.1254,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDG33,5.365,0.13956116,170.4764,OUT027,3435.528,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL56,14.1,0.126035694,86.4198,OUT045,1133.8574,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF14,7.55,0.027164679,152.334,OUT035,2603.278,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCD06,13.0,0.099325278,45.406,OUT046,605.878,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
DRM47,9.3,0.04357366,192.8846,OUT027,2293.0152,24,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDS46,17.6,0.082741482,118.7782,OUT019,119.1782,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB35,12.3,0.064565202,92.9804,OUT013,1929.4884,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX21,7.05,0.084554569,109.8912,OUT027,2074.6328,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCU05,11.8,0.058451805,79.9618,OUT027,241.6854,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCR38,17.25,0.113748685,251.3724,OUT045,6795.1548,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCR18,15.85,0.020603511,42.7112,OUT017,639.168,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCU41,18.85,0.052044976,192.1846,OUT035,3248.4382,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY56,16.35,0.062764429,227.6062,OUT017,7222.5984,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ51,14.1,0.087977262,229.0668,OUT035,3225.1352,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDK21,7.905,0.010010425,249.0408,OUT035,3755.112,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY25,12.0,0.033946163,179.3976,OUT013,3440.8544,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU44,12.15,0.058414678,163.4552,OUT035,974.7312,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL43,10.1,0.027106459,75.367,OUT049,535.969,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF05,17.5,0.027022883,262.491,OUT017,5259.82,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRF15,18.35,0.058153409,152.034,OUT019,306.268,24,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDL20,17.1,0.128937661,112.3886,OUT018,1779.0176,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV32,7.785,0.088846306,61.451,OUT049,759.012,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ34,11.8,0.09357779,125.9704,OUT013,1877.556,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG08,13.15,0.165694678,171.8764,OUT045,3779.0808,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ04,6.4,0.148392623,41.5796,OUT019,41.2796,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDW13,8.5,0.098438394,51.1324,OUT017,259.662,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCI17,8.645,0.143303291,96.341,OUT013,193.082,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY03,17.6,0.076276208,110.9202,OUT045,1687.803,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDS12,9.1,0.175103435,127.5362,OUT017,4655.9394,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ55,12.8,0.023511371,225.9404,OUT013,4950.8888,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRK01,7.63,0.06105276,95.4436,OUT035,1418.154,5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDG28,9.285,0.049559042,246.4144,OUT017,1225.072,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY38,13.6,0.119418124,231.03,OUT045,5359.69,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN01,8.895,0.072545601,176.237,OUT045,1764.37,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCR54,16.35,0.090486828,195.211,OUT013,2553.343,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDG29,17.6,0.056245075,43.3454,OUT013,1006.6896,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG24,7.975,0.014618973,85.225,OUT013,1081.925,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG59,15.85,0.043479126,36.7164,OUT017,308.9312,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM28,15.7,0.045166237,178.666,OUT013,2516.724,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW04,8.985,0.057827101,128.831,OUT046,1428.141,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS26,20.35,0.089394766,260.1594,OUT013,2093.2752,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ56,6.59,0.10550944,85.6908,OUT013,1929.4884,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK51,19.85,0.005234153,264.0884,OUT035,5829.7448,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL22,16.85,0.036390174,91.4488,OUT046,2082.6224,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH19,19.35,0.03292824,173.1738,OUT027,7298.4996,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY55,16.75,0.081252534,256.4988,OUT013,7452.9652,22,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY03,17.6,0.076552407,110.5202,OUT017,450.0808,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK21,7.905,0.016758569,250.4408,OUT010,500.6816,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDZ10,17.85,0.044248175,126.202,OUT027,3668.558,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDZ32,7.785,0.038288087,103.1964,OUT018,736.3748,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCZ18,7.825,0.186032678,253.0698,OUT035,6088.0752,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCF07,9.0,0.031867464,101.0016,OUT027,2125.2336,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DRE49,20.75,0.021370201,153.0024,OUT017,2277.036,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDJ08,11.1,0.193772568,190.3846,OUT019,573.2538,24,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDT39,6.26,0.009866049,151.1366,OUT035,2267.049,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE08,18.2,0.082551042,147.3734,OUT010,296.9468,11,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCD06,13.0,0.099729888,46.306,OUT018,559.272,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDB57,20.25,0.018801549,222.1772,OUT035,5559.43,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCT54,8.695,0.119721451,95.5094,OUT049,1237.7222,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
DRF49,7.27,0.071222087,113.5518,OUT045,569.259,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDM25,10.695,0.060371962,174.0712,OUT027,3866.9664,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF20,12.85,0.033287541,198.4768,OUT045,1379.5376,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH27,7.075,0.05858462,142.7128,OUT018,1869.5664,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV60,20.2,0.11679292,196.211,OUT027,5499.508,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY59,8.195,0.031452265,94.3462,OUT049,925.462,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDK36,7.09,0.00721395,47.9034,OUT035,583.2408,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCM31,6.095,0.081196619,141.4154,OUT046,1418.154,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDE33,19.35,0.049916364,80.2644,OUT017,942.7728,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU36,6.15,0.04627095,99.3384,OUT046,2364.9216,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV13,17.35,0.02747716,87.9856,OUT027,3251.7672,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV20,20.2,0.104704537,125.2678,OUT019,254.3356,24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCQ54,17.7,0.012540003,167.0474,OUT035,5895.659,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDO23,17.85,0.147023834,93.7436,OUT018,1134.5232,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRE60,9.395,0.159657596,224.972,OUT045,7696.648,7,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DRP47,15.75,0.141398626,250.5382,OUT017,2775.7202,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDB21,7.475,0.148821808,241.2854,OUT045,5317.0788,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR04,7.075,0.021757498666666666,98.0068,OUT018,874.8612,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX23,6.445,0.029691762,92.6436,OUT046,1039.9796,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX19,19.1,0.096715523,235.0958,OUT035,3038.0454,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD40,20.25,0.014790559,193.6162,OUT035,3848.324,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA01,15.0,0.054378253,59.1904,OUT046,527.3136,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS33,6.67,0.123428594,89.1514,OUT046,2390.8878,12,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDM50,13.0,0.029943463,60.222,OUT027,1677.816,24,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB29,16.7,0.052368061,112.7176,OUT013,801.6232,22,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF46,7.07,0.093861144,115.5834,OUT045,1267.0174,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA33,6.48,0.033968647,148.0076,OUT045,886.8456,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC08,19.0,0.173154079,228.272,OUT010,452.744,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDB53,13.35,0.139735226,147.5392,OUT045,3877.6192,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY31,5.98,0.043351896,146.6418,OUT027,4414.254,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
