Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Identifier,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDR28,161.521,1794.331,5,0.026001976,13.85,2009,OUT018,843,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDI04,197.6426,2768.3964,5,0.073209447,13.65,2009,OUT018,470,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
DRK12,31.29,898.83,14,0.041683481,12.792854228644284,1985,OUT027,104,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
FDX20,226.172,3169.208,6,0.042560252,7.365,1997,OUT046,1132,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NCI18,223.5746,3589.9936,9,0.014081156,18.35,2009,OUT018,1344,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
FDB36,132.5626,262.3252,0,0.0,5.465,2009,OUT018,216,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDN13,99.8358,1910.1802,2,0.152918384,18.6,2007,OUT017,661,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
DRD24,140.9154,1701.7848,14,0.030969274,13.85,2007,OUT017,20,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
FDQ28,154.5656,2471.4496,5,0.060376776,14.0,1987,OUT013,797,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDM22,54.764,1331.6,13,0.04192285,14.0,1987,OUT013,631,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDR07,97.0094,1808.9786,6,0.077367431,12.792854228644284,1985,OUT027,824,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDV25,222.5456,3315.684,3,0.045838211,5.905,2009,OUT018,1037,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
DRF49,114.2518,2618.5914,14,0.071077939,7.27,1997,OUT046,47,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
FDW51,214.556,2769.728,10,0.094659871,6.155,1997,OUT046,1109,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
DRL01,233.4958,5375.0034,14,0.077608838,19.5,2007,OUT017,113,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
FDP25,216.8824,2838.9712,3,0.021327477,15.2,2007,OUT017,750,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDL50,125.0046,1743.0644,3,0.042485444,12.15,2009,OUT018,611,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NCB30,198.8084,5555.4352,9,0.025578526,12.792854228644284,1985,OUT027,1278,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
FDW11,61.9194,619.194,1,0.0489808,12.6,2009,OUT018,1075,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NCM43,164.821,2120.573,11,0.019471688,14.5,2004,OUT035,1401,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
FDK44,173.0738,3823.0236,6,0.122918852,16.6,2007,OUT017,568,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
FDM15,151.4366,1360.2294,10,0.057373797,11.8,1987,OUT013,627,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDS31,178.8318,3969.4996,6,0.044155597,13.1,1987,OUT013,892,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDI32,115.1834,345.5502,6,0.291865402,17.7,1998,OUT010,488,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDR47,196.5794,585.2382,1,0.0,17.85,1998,OUT010,857,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDB35,92.6804,1010.6844,15,0.064750025,12.3,2002,OUT045,215,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NCU05,81.4618,161.1236,8,0.098312421,11.8,1998,OUT010,1499,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
DRY23,42.1112,42.6112,14,0.191013663,12.792854228644284,1985,OUT019,142,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
FDO24,157.4604,3010.7476,0,0.176573035,11.1,2002,OUT045,707,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDQ28,153.0656,6024.1584,5,0.060134441,12.792854228644284,1985,OUT027,797,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDV39,198.1426,988.713,10,0.007294652,11.3,2002,OUT045,1049,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NCO17,117.944,239.688,8,0.128478462,12.792854228644284,1985,OUT019,1426,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDU50,112.8176,1374.2112,4,0.075107656,5.75,1987,OUT013,1008,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
FDT12,226.8062,4739.8302,0,0.049381406,12.792854228644284,1985,OUT027,926,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDK58,100.0016,1012.016,13,0.045165796,11.35,2009,OUT018,578,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
FDO08,165.7526,657.8104,6,0.09415375,12.792854228644284,1985,OUT019,694,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NCW29,130.431,778.986,8,0.028907832,14.0,1999,OUT049,1523,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FDE04,179.766,2336.958,5,0.018059621,19.75,2002,OUT045,319,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NCB19,85.0882,2233.0932,9,0.090436094,6.525,1999,OUT049,1277,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FDV15,103.9648,1661.8368,10,0.146399712,10.3,1999,OUT049,1029,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDL58,264.7568,4745.8224,13,0.074264356,5.78,1999,OUT049,616,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FDA08,164.1526,3124.5994,6,0.050186726,11.85,2002,OUT045,150,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDT43,50.1324,467.3916,6,0.020631654,16.35,2009,OUT018,951,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NCX06,182.5976,5070.7328,9,0.01561108,12.792854228644284,1985,OUT027,1530,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
FDT20,37.6164,540.6296,6,0.041395445,10.5,1997,OUT046,932,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDB41,48.0718,992.7078,5,0.097313129,19.0,1997,OUT046,221,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NCN55,238.8538,6008.845,11,0.059582996,14.6,1999,OUT049,1420,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FDE40,62.9194,2105.2596,4,0.098663652,12.792854228644284,1985,OUT027,343,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDX49,232.63,5359.69,3,0.101338651,12.792854228644284,1985,OUT027,1157,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
NCM53,104.628,745.696,8,0.052146456,18.75,2002,OUT045,1402,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
FDE36,161.8868,3275.736,0,0.041764487,5.26,2004,OUT035,340,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FDN57,140.2154,1701.7848,13,0.054344186,18.25,2002,OUT045,688,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
FDI24,177.937,6704.606,0,0.078362484,12.792854228644284,1985,OUT027,484,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
FDI19,242.7512,4119.9704,10,0.052339069,15.1,1997,OUT046,480,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
FDF24,81.5934,327.5736,0,0.042464962,15.5,1998,OUT010,371,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
FDG52,45.7402,780.9834,5,0.065732883,13.65,1999,OUT049,424,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
DRF36,189.3846,3630.6074,14,0.023625114,16.1,2002,OUT045,44,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
FDS45,107.3622,317.5866,13,0.051643608,12.792854228644284,1985,OUT019,903,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
FDX40,39.7164,231.6984,5,0.165694219,12.85,1998,OUT010,1150,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
DRK12,32.99,133.16,14,0.041878397,9.5,2004,OUT035,104,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
DRC27,245.1802,5650.6446,4,0.058091482,13.8,2004,OUT035,13,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
FDL58,263.7568,2636.568,13,0.0,5.78,2007,OUT017,616,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
NCD30,96.0726,1272.3438,9,0.026903714,19.7,2002,OUT045,1298,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
NCZ54,161.5552,324.9104,9,0.0,14.65,1998,OUT010,1558,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
FDE10,130.0626,131.1626,13,0.150554711,6.67,1998,OUT010,323,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
