Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Years,Item_Visibility_MeanRatio,Identifier,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Combine_Drinks,Item_Combine_Food,Item_Combine_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
NCA05,150.1734,2181.2889135750365,8,0.025233003,20.75,2009,OUT018,13,0.3825919539963395,1264,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDX32,144.7786,2600.6148,6,0.100423086,15.1,2007,OUT017,15,1.5226512951741196,1142,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDQ11,256.3988,256.9988,1,0.118535581,12.792854228644991,1985,OUT019,37,1.797279521303167,782,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDA27,254.7672,2181.2889135750365,4,0.054150291,12.792854228644991,1985,OUT019,37,0.8210463749859815,165,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDS52,99.3016,607.2096,5,0.005485618,8.89,2002,OUT045,20,0.08317493203236619,910,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ52,110.2886,778.3202,5,0.100074524,19.2,1997,OUT046,25,1.5173662715616358,1257,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ23,187.324,2181.2889135750365,0,0.067884624,17.75,2007,OUT017,15,1.029291319089797,1233,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDC32,94.0462,555.2772,6,0.099090261,18.35,2004,OUT035,18,1.5024425185538668,255,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCP41,109.8596,1617.894,8,0.016276741,16.6,2009,OUT018,13,0.24679385738916346,1445,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCH54,158.392,159.792,9,0.127234249,12.792854228644991,1985,OUT019,37,1.9291718841458072,1340,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDW08,106.528,1171.808,6,0.148986013,12.1,2009,OUT018,13,2.2589800283301216,1072,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA07,123.5072,2181.2889135750365,6,0.030944625,7.55,1997,OUT046,25,0.469193640742403,149,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX47,156.5288,4870.9928,1,0.03443677,12.792854228644991,1985,OUT027,37,0.5221428112865727,1155,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT39,152.8366,3778.415,10,0.009923732,6.26,2007,OUT017,15,0.15046722805113613,949,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDW28,196.7452,2181.2889135750365,5,0.089326677,18.25,2007,OUT017,15,1.354403512631052,1090,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU11,119.7098,1807.647,1,0.092781435,4.785,2002,OUT045,20,1.4067858079053992,975,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO20,252.0382,4037.4112,6,0.152747503,12.85,2009,OUT018,13,2.3160131055678046,703,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV13,88.0856,1318.284,3,0.027653795,17.35,1999,OUT049,23,0.4192968813289565,1027,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA48,221.4114,5099.3622,0,0.11487406,12.1,1997,OUT046,25,1.74176221034384,182,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCF18,189.8504,2181.2889135750365,9,0.088965771,18.35,2004,OUT035,18,1.348931324808263,1316,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDU24,95.012,2050.664,0,0.0,6.78,1999,OUT049,23,0.0,986,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDK34,238.3564,2181.2889135750365,13,0.038526684,13.35,1997,OUT046,25,0.5841555724683071,562,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB32,93.3778,1314.2892,6,0.023548476,20.6,2009,OUT018,13,0.35705054394341823,212,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDM24,150.1366,2181.2889135750365,0,0.079650513,6.135,2009,OUT018,13,1.2076900004918496,632,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRD24,142.5154,2181.2889135750365,14,0.030789262,13.85,2004,OUT035,18,0.4668379705215921,20,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDV60,195.011,2749.754,0,0.117339056,20.2,2004,OUT035,18,1.7791373747756423,1066,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC08,225.272,4753.812,6,0.102949031,12.792854228644991,1985,OUT027,37,1.5609505904754868,240,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA44,57.793,1754.383,6,0.052964982,12.792854228644991,1985,OUT027,37,0.8030742895231674,178,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL51,213.5876,2181.2889135750365,4,0.047261392,12.792854228644991,1985,OUT027,37,0.7165943868776525,612,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDQ46,113.5544,894.8352,13,0.104400238,7.51,2007,OUT017,15,1.5829543179661532,808,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX08,179.3318,2181.2889135750365,6,0.037834548,12.85,1998,OUT010,24,0.5736611551105629,1122,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG16,217.3192,5608.6992,5,0.089816808,15.25,1997,OUT046,25,1.361835056827523,402,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC38,132.2942,2252.4014,3,0.122684413,15.7,1999,OUT049,23,1.8601856185949774,260,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCN26,116.9808,2181.2889135750365,9,0.028842119,10.85,2007,OUT017,15,0.4373146813165658,1412,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRI47,144.5128,2588.6304,7,0.021005399,14.7,2009,OUT018,13,0.3184914870371456,85,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDC34,156.7972,2181.2889135750365,13,0.173736289,16.0,2007,OUT017,15,2.6342527002665017,257,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDI12,89.6856,878.856,0,0.10039894,9.395,1997,OUT046,25,1.5222851847543177,476,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCX05,116.3492,2548.6824,8,0.09698132,15.2,1987,OUT013,35,1.4704659893213772,1529,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDR25,265.7884,3974.826,3,0.139804885,17.0,2002,OUT045,20,2.119772431778474,840,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC46,185.0266,2181.2889135750365,13,0.116778835,17.7,2002,OUT045,20,1.770643100548362,266,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP08,194.1478,2906.217,6,0.113045883,20.5,2007,OUT017,15,1.714042726829287,736,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCZ06,253.8698,3297.7074,9,0.09370568,12.792854228644991,1985,OUT027,37,1.4207995462036647,1550,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCO07,212.856,2181.2889135750365,11,0.009774419,9.06,2004,OUT035,18,0.14820329012717776,1424,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCO53,182.1608,2181.2889135750365,8,0.175038703,16.2,1987,OUT013,35,2.65400037426203,1434,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCD07,111.9518,2181.2889135750365,9,0.055160326,12.792854228644991,1985,OUT027,37,0.8363608924159797,1295,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDI33,90.9146,2181.2889135750365,13,0.028413443,16.5,2004,OUT035,18,0.4308149401453967,489,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX16,151.305,2181.2889135750365,5,0.066182294,17.85,2007,OUT017,15,1.0034799734863193,1130,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB60,195.6136,2181.2889135750365,0,0.049938496,12.792854228644991,1985,OUT019,37,0.7571856098252905,235,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDZ09,163.0868,2181.2889135750365,13,0.105091664,17.6,2002,OUT045,20,1.5934379700460848,1222,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA43,196.8794,2181.2889135750365,6,0.064776303,10.895,1999,OUT049,23,0.9821618274063117,177,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRF60,238.6564,2181.2889135750365,14,0.052025392,10.8,1987,OUT013,35,0.7888278847628849,49,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDW24,49.9034,194.4136,0,0.03749705,6.8,1997,OUT046,25,0.568543887883596,1086,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRI47,141.8128,1869.5664,7,0.020916223,14.7,2004,OUT035,18,0.3171393681439018,85,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDG21,151.005,149.805,12,0.256152243,12.792854228644991,1985,OUT019,37,3.883873321376579,405,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDC48,84.1592,1238.388,0,0.015949001,9.195,2007,OUT017,15,0.24182454450148375,268,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK48,77.2354,2181.2889135750365,0,0.0,7.445,1987,OUT013,35,0.0,571,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN09,243.9828,731.0484,13,0.05837308,14.15,1998,OUT010,24,0.8850738351667713,658,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDX45,154.663,312.926,13,0.18358896,12.792854228644991,1985,OUT019,37,2.783642475632243,1153,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDN13,99.8358,1910.1802,2,0.152918384,18.6,2007,OUT017,15,2.3186040653394513,661,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDP12,36.4874,2181.2889135750365,0,0.0450476,12.792854228644991,1985,OUT027,37,0.683028068710074,740,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCP02,59.7562,2181.2889135750365,9,0.044878428,7.105,1999,OUT049,23,0.6804630214169924,1437,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDA58,236.9932,4242.4776,13,0.103731617,9.395,2004,OUT035,18,1.5728164435770846,190,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL24,172.3422,5690.5926,0,0.02494708,10.3,2002,OUT045,20,0.3782566856470869,594,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRL60,153.5682,457.4046,14,0.045291822,8.52,1998,OUT010,24,0.686731051355021,121,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDN39,169.0816,3523.4136,10,0.0,19.35,1987,OUT013,35,0.0,677,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCV41,109.2228,221.0456,8,0.028519419,14.35,1998,OUT010,24,0.43242178673899145,1515,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDX36,224.7404,2181.2889135750365,0,0.127662026,12.792854228644991,1985,OUT027,37,1.9356579943525352,1146,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ07,116.215,2181.2889135750365,10,0.014420795,7.26,2004,OUT035,18,0.2186533302132387,510,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA45,177.637,5469.547,13,0.154627247,12.792854228644991,1985,OUT027,37,2.344514466661167,179,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDH47,96.8068,2181.2889135750365,15,0.128192414,12.792854228644991,1985,OUT027,37,1.9436999298009718,460,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS07,113.7518,2049.3324,6,0.100322104,12.35,2007,OUT017,15,1.5211201694219267,872,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB58,140.6154,283.6308,13,0.022590318,10.5,1998,OUT010,24,0.3425226044247956,233,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDL08,245.4144,3675.216,6,0.049478259,12.792854228644991,1985,OUT027,37,0.7502073293118132,583,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCN42,148.6418,2648.5524,9,0.014251461,20.25,2002,OUT045,20,0.21608582661733233,1416,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL51,213.4876,1929.4884,4,0.047565208,20.7,1999,OUT049,23,0.721200955390142,612,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDP27,190.853,2466.789,10,0.119428052,8.155,2004,OUT035,18,1.8108114906757806,752,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDO03,229.4352,2181.2889135750365,10,0.037091602,10.395,2007,OUT017,15,0.5623963380828884,692,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDW11,60.4194,990.7104,1,0.048741487,12.6,1987,OUT013,35,0.7390361247140176,1075,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR45,240.5222,4541.4218,13,0.029107004,10.8,2007,OUT017,15,0.4413309638705813,855,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT03,182.3608,551.2824,10,0.009998763,21.25,1997,OUT046,25,0.15160487531810232,919,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCJ05,151.5682,1982.0866,8,0.046079558,18.7,2004,OUT035,18,0.6986749906266669,1352,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCB54,126.2336,2181.2889135750365,8,0.050043246,8.76,2004,OUT035,18,0.7587738673617048,1282,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDD22,112.6544,2181.2889135750365,13,0.166793159,10.0,1998,OUT010,24,2.5289784420440222,291,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDZ15,120.1782,2181.2889135750365,4,0.036541979,12.792854228644991,1985,OUT019,37,0.5540627545799128,1227,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDH16,88.783,2067.309,5,0.052852621,10.5,2007,OUT017,15,0.8013706312410761,439,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY43,168.1474,2181.2889135750365,6,0.098402239,14.85,1997,OUT046,25,1.4920104791579825,1200,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL40,94.541,1061.951,5,0.011636708,17.7,2002,OUT045,20,0.1764399921723481,605,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRL11,157.0946,2209.1244,7,0.048009081,10.5,2004,OUT035,18,0.727931118993587,114,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDM04,50.6666,2181.2889135750365,5,0.0,12.792854228644991,1985,OUT019,37,0.0,620,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDT38,83.3566,1860.2452,4,0.0576269,18.7,1999,OUT049,23,0.8737599830567792,948,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDI41,148.6418,1765.7016,5,0.062609071,18.5,2007,OUT017,15,0.9493014688654202,495,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRM49,43.0086,713.7376,14,0.0,6.11,1999,OUT049,23,0.0,128,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDJ14,77.896,1278.336,3,0.050070476,10.3,1997,OUT046,25,0.759186738509357,515,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCV06,195.2478,193.7478,9,0.116750407,12.792854228644991,1985,OUT019,37,1.7702120648896968,1510,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DRD15,232.8642,3485.463,4,0.056795923,10.6,1997,OUT046,25,0.8611604080416286,19,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDN34,170.7132,4904.2828,13,0.045542628,12.792854228644991,1985,OUT027,37,0.6905338629987245,675,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDG31,64.4826,2518.7214,10,0.037712875,12.792854228644991,1985,OUT027,37,0.5718163049031343,411,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDQ04,39.2796,701.7532,5,0.084885375,6.4,1999,OUT049,23,1.287062878998668,777,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT40,125.2678,1017.3424,5,0.0,5.985,2004,OUT035,18,0.0,950,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS25,110.8228,2181.2889135750365,3,0.245136905,12.792854228644991,1985,OUT019,37,3.716854766773699,888,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRF60,238.1564,5243.8408,14,0.0,10.8,2009,OUT018,13,0.0,49,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDB53,147.5392,5219.872,5,0.138777108,12.792854228644991,1985,OUT027,37,2.10418890370207,230,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT31,188.1872,2458.1336,6,0.012467648,19.75,1999,OUT049,23,0.18903900618006322,941,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO37,232.3326,2541.3586,2,0.021358889,8.06,1987,OUT013,35,0.32385123077506556,716,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCL07,40.548,2181.2889135750365,11,0.031332632,13.85,2004,OUT035,18,0.47507674376800235,1377,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDZ28,128.0678,1780.3492,5,0.051596927,20.0,2002,OUT045,20,0.7823313428503332,1237,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDS15,105.8596,2181.2889135750365,10,0.136674035,12.792854228644991,1985,OUT019,37,2.072301347216346,880,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDP01,153.7682,2181.2889135750365,2,0.063583911,20.75,2009,OUT018,13,0.9640823469255462,732,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV39,196.6426,5141.3076,10,0.007273831,11.3,1987,OUT013,35,0.11028846686734624,1049,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCF18,191.9504,767.0016,9,0.148938624,18.35,1998,OUT010,24,2.258261499104411,1316,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDX03,44.7744,181.0976,10,0.061045133,15.85,1987,OUT013,35,0.9255884730183097,1119,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR39,181.7292,4013.4424,10,0.084273286,20.35,2007,OUT017,15,1.2777821633212807,851,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY56,224.7062,2181.2889135750365,6,0.062399603,16.35,2004,OUT035,18,0.9461254389882111,1211,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRB24,153.5656,2181.2889135750365,14,0.020661048,8.785,2009,OUT018,13,0.3132703121357439,5,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDL36,89.783,2247.075,0,0.076193763,15.1,1999,OUT049,23,1.155277501790175,602,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCC43,250.6066,2181.2889135750365,9,0.09233359,12.792854228644991,1985,OUT027,37,1.399995419395657,1291,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDQ25,173.7422,3621.2862,3,0.028139761,12.792854228644991,1985,OUT027,37,0.4266652742830486,794,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCS42,89.9146,2181.2889135750365,9,0.0693587,8.6,1987,OUT013,35,1.051641794662566,1486,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDE47,124.0046,1618.5598,15,0.037877202,14.15,1987,OUT013,35,0.5743078905469182,348,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRD12,93.1146,2189.1504,14,0.077178965,6.96,2004,OUT035,18,1.1702154922569104,17,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDB29,113.4176,1488.7288,5,0.052625179,16.7,2009,OUT018,13,0.7979220730492178,211,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCE54,73.9354,1655.1788,9,0.027052013,20.7,2007,OUT017,15,0.41017244412820697,1312,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRM23,173.3422,4138.6128,7,0.136500981,16.6,2007,OUT017,15,2.0696774396296473,123,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDR31,145.3102,2181.2889135750365,6,0.049153588,6.46,2004,OUT035,18,0.7452845497165369,844,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRA59,183.2924,2406.2012,14,0.0,8.27,2007,OUT017,15,0.0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDT57,236.0248,6636.6944,13,0.018942606,12.792854228644991,1985,OUT027,37,0.2872146705377392,963,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRJ24,185.1924,2591.2936,14,0.11397026,11.8,2007,OUT017,15,1.7280584665594838,93,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDP23,218.9166,2394.8826,1,0.0,6.71,1987,OUT013,35,0.0,748,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR10,163.7552,1787.0072,13,0.010055503,17.6,1999,OUT049,23,0.1524651878013114,827,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ45,197.9084,992.042,13,0.117091213,12.792854228644991,1985,OUT019,37,1.775379489213852,1250,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCQ29,261.7278,2181.2889135750365,8,0.103725396,12.792854228644991,1985,OUT027,37,1.5727221185161393,1457,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDC59,65.7168,1086.5856,15,0.054739692,16.7,2002,OUT045,20,0.8299830869689904,276,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT07,254.533,1281.665,6,0.077756427,5.82,2007,OUT017,15,1.1789711807866758,921,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDC39,207.1296,3739.1328,4,0.159165324,7.405,2004,OUT035,18,2.4133224379841143,261,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX36,224.8404,3600.6464,0,0.128176489,9.695,1987,OUT013,35,1.9434584691683474,1146,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCH43,216.0192,2372.9112,9,0.070555571,8.42,2004,OUT035,18,1.069789187367729,1339,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
